cellid,callout0,callout1,callout2,callout3,callout4,callout5,callout6,callout7,callout8,callout9,callout10,callout11,callout12,callout13,callout14,callout15,callout16,callout17,callout18,callout19,callout20,callout21,callout22,callout23,h/w
4273,0.0019640708700138973,0.00026345289695620425,0.001715295918237438,0.002200920032626401,0.010444677429755935,0.020640581619063278,0.020979891772389375,0.027791521103004632,0.04036647235110623,0.03939531300009045,0.04184636409962456,0.038558760523338995,0.03187468726910582,0.023821403039668926,0.031328383918645966,0.04697555076207597,0.049058804326321676,0.06297562426588003,0.06233211784423624,0.038147486153697535,0.01618493456549721,0.012298149075839678,0.007321702421077635,0.002816773582055741,1
4274,0.0010822632829931278,0.000539772829753741,0.002301869793190573,0.004581270972908005,0.020725588685405433,0.04066402300075771,0.03874306760421846,0.047049638591025005,0.06223084182983975,0.056627653866761114,0.0608766963893037,0.04103895879493622,0.03271621993022179,0.019114947492922408,0.018684382574280716,0.02388404770459823,0.022386240631938226,0.025192721054748884,0.03201106666381321,0.017364099465236434,0.010595510164004684,0.007182397783642275,0.0048421498703904425,0.004260866684485591,0
4275,0.0013638189494553487,0.0007459138844629308,0.002066195592251049,0.004212895818284971,0.01460645093290912,0.02742030785016476,0.02896954275577898,0.037862101680154456,0.05638962887801207,0.05494119989527983,0.060182215127180395,0.0468964130609531,0.03879809251768392,0.027711845539040398,0.026169729282735994,0.031166205444562535,0.02881956498148273,0.03434419572803127,0.03992805539581542,0.024396110113498716,0.014374441468439622,0.010624720888454411,0.006672069443244923,0.005157103656125573,0
4276,0.0039319957000912885,0.0012580146578075216,0.0013495884126645187,0.0019257082649491576,0.002570143189604053,0.006733595304163577,0.008280239303516231,0.01716340280991735,0.027201507571932074,0.040469802012631506,0.05255143974698731,0.04606695602629295,0.041658637246716916,0.03388498785231984,0.037317849026299255,0.03792172152343418,0.03587888417891284,0.04475060527695785,0.04208556793730885,0.032866880026779524,0.025175632566269913,0.020599655052006918,0.010295035281670072,0.007371662286640817,1
4277,0.0050442584237310115,0.0014065400064458124,0.0013630795006262077,0.0018608998399878816,0.0027261590012524154,0.007745847423124981,0.006837127756040843,0.018724193433709988,0.029422021634031344,0.04463455681084473,0.062051971853664255,0.05081903617550114,0.04662867791724007,0.035913440821079126,0.042307567739372484,0.04104178050750071,0.03966400839268906,0.047962989526232104,0.04535535917720171,0.035153993175414955,0.02906211432029505,0.023845495481407197,0.01201744719512796,0.008628638947523595,1
4278,0.00493153078941501,0.0014063873870058662,0.0013350663154024956,0.001801386111843628,0.002657429542343888,0.0075385049336833,0.006679400380322656,0.01846411114794672,0.029059853213601442,0.0439191537505313,0.060989464018588346,0.05000156036936851,0.04576351972301258,0.035453104944919565,0.0416542573235547,0.040492357057578234,0.03915393306930874,0.047326752075088664,0.0450074293682578,0.03483763501686257,0.028570069873411902,0.02332781407400211,0.011915873153813495,0.00839662558117752,1
4279,0.004685693275381135,0.0012350529859356666,0.0009277380251935953,0.0007491328277131898,0.0018554523476285998,0.0047562299487717745,0.004421168700047295,0.01795911706376328,0.02644534879527701,0.04538819248099461,0.06688871908677288,0.060406863282969424,0.05069985633902811,0.0378509537375048,0.04277113856550599,0.04720279206432551,0.05463153783515733,0.06000766753779063,0.052745551082649285,0.03947330535246118,0.031423711378317225,0.02159988466602923,0.00946182565001946,0.005635472795133159,1
4280,0.00347563646708446,0.0014164070178437058,0.0004511844507296672,9.250729111452924e-05,0.0007749669369179875,0.0014732996852543003,0.001999209930378332,0.018828003967780362,0.024057298803451126,0.037312852703803065,0.0595841638300049,0.0533955830902142,0.04719126340921085,0.03515007384095111,0.03448829555054175,0.03643958190425304,0.050370974425472274,0.06598102438330732,0.05134861079855605,0.044543534713581884,0.037284024720618925,0.025910052558194233,0.010357579827401436,0.006413642605377775,1
4281,0.002700366292203243,0.0010999242676251867,0.00040331920914999227,0.0,0.000533116460797683,0.0005857064181392326,0.0028544047725510874,0.017990015798567717,0.029105698429370785,0.039575994059369346,0.055715398146998885,0.054390111900586534,0.046674195939521115,0.03453312501148183,0.034605990366240014,0.03581559280340475,0.04482123620549983,0.061996461339358176,0.05210577478099574,0.04131254661183708,0.03205516448180617,0.023666335801517613,0.010519023279968771,0.006126576654886748,1
4282,0.0013493531369538024,0.000506646686137858,0.00041313285629908755,3.5392838112550484e-06,0.0010907411128360865,0.0008195376674225772,0.004157222940319456,0.014465316604227344,0.03235616880900162,0.03834852023480388,0.04183461349645154,0.04553355317073,0.04098289194961538,0.032674845998663306,0.03228516934493965,0.033640644338056046,0.03212246240084268,0.051759855833897535,0.05294413191701472,0.031040395722169403,0.01934840887620292,0.015645946622748364,0.00927465801062093,0.004800333508410613,0
4373,0.0013958169930525087,0.0004498932838569413,0.0023377458446614944,0.004187932289781265,0.020029920801293854,0.03905929644671968,0.037825615032811,0.04414442855490376,0.05602095485094007,0.04962765954475299,0.05171910684585482,0.03954115041182968,0.02764097911418251,0.015153835303889062,0.01498817310640941,0.024301877634128888,0.023774927559519578,0.03104093827932296,0.0326059158688622,0.0206198220339215,0.010307277233989274,0.007248845300013993,0.0052038164001552215,0.003281038653404845,0
4374,0.000608337332688366,0.00048451645966678976,0.002395995673099761,0.005426915304122076,0.023715573039880648,0.044362262383070186,0.04259349046058672,0.050333993915194886,0.06503184633332776,0.05514279772185004,0.05836572943134896,0.04239085107588942,0.026537999087982485,0.009839935053763542,0.007778048342074807,0.013787515991479076,0.010467350034192767,0.014580356425150725,0.018501350737632073,0.011673257667149984,0.007436430403170454,0.00509280634271105,0.004491977987516012,0.003718215201585227,0
4375,0.000727504005133722,0.00047651106894914787,0.002483618146639148,0.005383008091138618,0.022903241954832232,0.0423177126782861,0.04193098375505395,0.04902703889388113,0.0630823042196588,0.053803694205734776,0.057856099237939135,0.04352039630432881,0.02697747147564407,0.011016257994736402,0.009681240310570506,0.015283372297312768,0.012174721451293311,0.01567928612710239,0.019872613471341394,0.012979879938969789,0.008058710855490122,0.005875003339421727,0.004644169068540585,0.003947637386167283,0
4376,0.004234916047847668,0.0008174948211419218,0.002253345610291692,0.002081420261731094,0.006503050426408461,0.01395560333374382,0.016126676821816687,0.023229688642000083,0.02806576991753014,0.04084083096492791,0.04968558940057295,0.04552617128404492,0.03914100436968155,0.02951048224947813,0.03264452032353649,0.032916677871311494,0.033226912092225426,0.03543329414359131,0.03679288648153275,0.02740659368049834,0.021841960573656068,0.01785236110170141,0.008543432461482042,0.005509087561091912,0
4377,0.005092029287569121,0.0010317457628079298,0.002067289051960227,0.0017413428766606337,0.003205882417074742,0.008293410997439,0.009365087283242052,0.018854830287436692,0.026575626404658628,0.04382625600212154,0.05566999767498172,0.05114609770321623,0.04640742162442002,0.03514697104755435,0.039830424965252055,0.039243181437459106,0.040177670961714894,0.04403912789868791,0.04422587453244365,0.032714680731279484,0.026951421103347514,0.02146184578310472,0.010506888888425943,0.006538869556325589,0
4378,0.005324105607181986,0.0015747415228769585,0.0015359711985557765,0.0016278988729824368,0.002984967549642029,0.0080605181874367,0.00745804015998527,0.018046297379172044,0.03352257306594436,0.05930387192618755,0.0717903450707347,0.06371203937397257,0.06473619455372438,0.052903968746498414,0.051130578354537104,0.05801016937759474,0.05656980444452432,0.06155528596430255,0.05635642053682848,0.0397877432872569,0.03040850582951758,0.025029355123952345,0.011008880669176437,0.007277241879791274,0
4379,0.008431459458396798,0.0007217074175070945,0.0013628193990216902,0.0009536073656464807,0.0029994655791959484,0.00783845426497895,0.006656381143585551,0.02004928720354842,0.03704846057842879,0.07444439445670684,0.10928001338818111,0.10574590244309448,0.07860378938394776,0.05775755444827977,0.0728554425000913,0.08865959787054672,0.09334340960247065,0.07946000052250687,0.07062740349122053,0.043339183653712865,0.03252427473654579,0.020823037080847446,0.00788126058429652,0.005103701413540274,0
4380,0.005404451670720668,0.0004456167598883735,0.00042122682147569066,0.0002808178809837938,0.0013877203896408528,0.002975056611942212,0.003235031772190191,0.01594630249214299,0.028102550678591433,0.05208459018488383,0.08283792706811303,0.08201263200061898,0.05794642763862857,0.042874220310130315,0.052893371965327944,0.06326974514209346,0.07372553475402943,0.0677819342117348,0.05607727131477912,0.038644943782801575,0.027678185362875626,0.01932136506183564,0.0068844466369433815,0.004824904930983173,0
4381,0.0020813120251781036,0.0003437307179726994,6.800282348078934e-05,0.0,0.0010670006370364527,0.0008717431546492501,0.002882319805857078,0.014863840220192586,0.02628815221788885,0.03857737342411124,0.050446080483132066,0.05233535091202109,0.0439289164302612,0.03484058691774854,0.03221213698466428,0.03608124529002442,0.04487432301346426,0.05655237883663691,0.046793525650502654,0.033926680936607584,0.022379391012888324,0.019543889140752245,0.00829150495906948,0.0052633837856513556,1
4382,0.0010687441713553123,3.770557837535549e-06,0.0001595625167436813,1.2568526125118235e-06,0.0014602571802118456,0.0008698044392072235,0.004169504883215893,0.01359664358456163,0.02994417497956951,0.037752357152297945,0.03843233773573115,0.04558105159681462,0.03998537359018506,0.03290772996879999,0.028284107719766038,0.031710143271758126,0.03196909829911568,0.04880462746766004,0.04590658576891304,0.027725671365478186,0.014591981277280182,0.015500485650827726,0.00857667032871418,0.004984275682775549,0
4473,0.002732751860216949,0.0014846874359440592,0.0029426318359468003,0.00454525521697462,0.02655864012674475,0.05172462052459877,0.0572617111016251,0.05983199400534463,0.06580133884478104,0.061314011073938114,0.06360127445631023,0.047286812464498076,0.027980984074199793,0.016379662707163206,0.006878104356551901,0.006751334191593457,0.00585029923786977,0.007210377845959888,0.007794293664230879,0.011231201471393433,0.012276135953741182,0.008344419093251572,0.003829284878618022,0.0037369814348243917,1
4474,0.000608337332688366,0.0005376509522999609,0.0028513219066304287,0.005831903597239302,0.03218452029913364,0.06115241491472792,0.06724935739050775,0.06915499165843977,0.07734117274652622,0.06926074401375816,0.06859087499947862,0.048729063166003964,0.02545163911141729,0.011597942850735884,0.007480590239671854,0.009670479305878991,0.008210532373163706,0.011327966165190056,0.012407663397677465,0.00936610206570748,0.005229950682554833,0.003621819862300636,0.0024220175446320324,0.002140959735908471,0
4475,0.0010131751227374685,0.000454585642895656,0.00287788591290316,0.005278192011369197,0.030081849913399322,0.057185734572747324,0.06363240903336649,0.0653414496985203,0.07075786830437161,0.06459847179321053,0.06392712421886657,0.045800299556955325,0.024200269274293813,0.012527116624988252,0.008530020414816855,0.010029549611328825,0.008983915558102028,0.010942757771730614,0.012405182798053048,0.009430836042035448,0.005127455002445648,0.004194651892532916,0.002521238288675341,0.001937722738243553,0
4476,0.0035319720084759313,0.0001970484285350857,0.002570283078721279,0.0018758681494778127,0.008793456681506207,0.016081048034417025,0.021047833484994435,0.025417818969501595,0.024911645874615012,0.030004946224908464,0.0352558512087533,0.03406058572479277,0.026495547682036193,0.02077023872322156,0.020565038682642683,0.02117651779956015,0.02212908072484522,0.01833997574146745,0.023144456740820694,0.017004465312863433,0.010604423417259697,0.010824225436364306,0.0055542880393656836,0.0026622859043425127,0
4477,0.005123764523539971,0.000405201945412617,0.002723690415172391,0.0013462974549409,0.0036497158086314417,0.007507715729673773,0.011109452883653564,0.01871915960730879,0.02235271045488892,0.03762117501432369,0.04487191995320515,0.04679513638034198,0.04142240709874565,0.03143246317019668,0.03331954773933442,0.03301832187348655,0.036331583594249615,0.03348038916853195,0.03779954640108246,0.026296000437423094,0.019908381857689735,0.01663533942204078,0.00848941734556848,0.0035619046901180064,0
4478,0.00651390477586051,0.0018767330083736182,0.0019985731908253746,0.0011171181725778254,0.0032673445672906204,0.00812744121352728,0.008786543069079642,0.01807333775133049,0.045014142339723374,0.08697209439609599,0.09180823297990554,0.090023412550619,0.09571854692657131,0.08530173617428889,0.07003812807365603,0.09087124881172401,0.08405421225063432,0.08239337309388253,0.07343707149032438,0.04688015731984858,0.03152597562225385,0.027234293659066565,0.011433881803975365,0.005972367202295651,0
4479,0.006552625757178083,0.0018113958042291916,0.0008885256626241253,0.0005923504417494169,0.0021876063246686977,0.0053775092665545145,0.004921816624229797,0.014519429454599164,0.047857885294707254,0.09315560416392425,0.10847629831376135,0.10687852508180735,0.10361471190246989,0.09222610176287262,0.08029043301472884,0.10855848449650961,0.10211046280412397,0.09535278482576524,0.081175922266475,0.049763794938327326,0.030501626765931038,0.025726619881598956,0.00965676701649344,0.00586075605835549,0
4480,0.005488411819225853,0.0,0.0,0.0,0.0006586617222735426,0.000793396555151072,0.0017395882249053596,0.010019640271805743,0.028518702367997348,0.05113293920505105,0.08757064242119068,0.09287727808388625,0.056611567281209633,0.0430668253598412,0.0602695564013635,0.07641962450297525,0.0812539650869137,0.06429904784958884,0.05627956974915029,0.032769823961218456,0.01849856519038428,0.011829020058633307,0.004123351168644802,0.00351087886924862,0
4481,0.0021849087035453723,0.0,1.990656715226318e-06,0.0,0.000508636312047014,0.00046045883560791637,0.002763895183723564,0.010815020850036211,0.02608601455723964,0.032150194629012994,0.0458020560748561,0.049394727567765466,0.04314963834502103,0.02978881187475819,0.03645275612634737,0.03849555312717438,0.04315789823651599,0.04694886037493101,0.03868106408311393,0.023390525449694992,0.013625994019787391,0.01009219887662074,0.00483471388689954,0.0028918942453154627,0
4482,0.0013334309094396616,0.0,5.446445836611839e-05,0.0,0.00082312201217559,0.0005042840964453557,0.003345747269888867,0.012112770231586741,0.02725371512857289,0.032179663619833904,0.03706277856124122,0.042890070897456556,0.040318906681149694,0.028618789956942475,0.029886603952676883,0.0312669274536221,0.03362383026039162,0.045275298347147795,0.03916527548860829,0.02356704201427675,0.013328386554851263,0.011580789584553164,0.006407890380129134,0.003614940752585201,0
4573,0.0021506687564799257,0.0014043371449645715,0.002683215654631454,0.00515621859655603,0.03273103626100725,0.0635016906764465,0.07334782035799844,0.07391247900867838,0.08120762105925834,0.08098507325174283,0.07723668530192668,0.056602052014194985,0.02963593579237897,0.02190128959479349,0.018001519322864316,0.019028727086875512,0.01622024220250123,0.01940442367865944,0.022676371751135804,0.01710866976062334,0.010876253300813262,0.006179717882826198,0.0031281488385179585,0.0019113448583287023,1
4574,0.0006148273718343853,0.0005862090712209765,0.003200218133232969,0.006136437039478096,0.03890176447517263,0.07414968157644826,0.08719034268347593,0.08424523446056718,0.08682748671634631,0.08039471166872379,0.0764934405378428,0.05367551545347829,0.024378442011744,0.013058568527406837,0.007208308134382603,0.00623557142825379,0.006405376741267278,0.00866559140416299,0.007357399418020682,0.007489596664918412,0.003405446301492839,0.0024011787369100676,0.0006656088695731376,0.0008210832525419174,0
4575,0.0010766939049909902,0.0006614201575311053,0.0022651512511812294,0.0047046260439339085,0.021778069538160735,0.039766189970104275,0.05054553893904585,0.04895119307405312,0.05511630786676417,0.05181839420464074,0.05019132936827789,0.03692795174566298,0.02108940809065037,0.012541089638737745,0.009745053906392654,0.009975825451815934,0.012095999539259467,0.014320746105425303,0.012858130421649577,0.011040847555798636,0.00732588272188148,0.003858351916334809,0.0015776658971056237,0.001379730686340192,0
4576,0.002024055202603671,0.000539727035190407,0.0015888634592775808,0.0025885437309331677,0.004190443614263971,0.005252517807767368,0.012347638091347991,0.013431043249748099,0.02010015286322594,0.020456527416566374,0.023529376497655005,0.022533990304660134,0.019768334403909925,0.013863659338780995,0.014231385864503223,0.01582070348554956,0.01874905741960392,0.018727501604743423,0.01909040471870965,0.014951656557795023,0.010363452010956,0.00679995280116517,0.003371342777239807,0.002213727597093181,1
4577,0.009990270052573812,0.006726675473119087,0.0019059088257225108,0.0014192019270735112,0.00314437249197987,0.003770910719711514,0.009223966069767827,0.012691463801574515,0.018697042974044245,0.025615399821863723,0.03636195846540885,0.04053677438811998,0.04083966235447255,0.022287043178187967,0.02448278126093582,0.026918201839546112,0.03281665092394007,0.03520939492553394,0.036242124068697326,0.016595805305021923,0.010615468152219157,0.010446960758188795,0.0045751302318354685,0.003270756838713269,0
4578,0.016088550748392074,0.011933968212661567,0.0016072287991492952,0.001164301765868425,0.0027760271982459283,0.0047090880054029925,0.007047599496470635,0.0130144990478191,0.028826182078556674,0.051131320980975344,0.06365426451775241,0.06511455568685882,0.07255882776193166,0.044563281840416656,0.04390396690620143,0.05262411290101047,0.058653659751188685,0.06603214234149934,0.06139448493976446,0.025569196938295985,0.018375773410355272,0.016059412494311955,0.00594644218718553,0.004566997065998915,0
4579,0.006185798704454328,0.0038140425658703668,0.0001682960106134655,0.0001005825582999006,0.0007882543663295244,0.001650433947671324,0.002609703452262814,0.00933109977799829,0.03413582144124546,0.06206679717458686,0.06597759037626591,0.06619980821747914,0.07133783885012063,0.06258687937051272,0.05477046489954775,0.06808221761126299,0.06894620964685891,0.06971467770621187,0.06250990848431023,0.036358002653850134,0.020319536562725067,0.017732702450994595,0.009450652578032362,0.003938058772648328,0
4580,0.0022141516424262035,2.0820572369563574e-05,0.0,0.0,0.0004771990348886597,0.0014056599286891482,0.001660611365739888,0.00829030028912727,0.01785704868537411,0.032801653871251,0.03799669557067208,0.040096391583531205,0.03349662646175435,0.027799205931282475,0.033883492601622725,0.034918118289219556,0.04189887697329868,0.040555867911749054,0.03570916564587076,0.0222365384406079,0.014199457259472173,0.008628951204942788,0.008499543878544957,0.00178140401412953,0
4581,0.0015104755890711441,1.6300819268914784e-05,0.0,3.260163853782964e-05,0.0003929451670470098,0.0004474934339438541,0.002667364461853159,0.010878527323668155,0.02433730714008283,0.029220956766880746,0.03542965846399558,0.04008576404015942,0.03959114651895644,0.02592934334262031,0.030928277049108305,0.030667510743305492,0.034845345871547855,0.04237926642638136,0.03469472939306105,0.02112421181336164,0.012664583088205212,0.009037296398854816,0.005656823812101702,0.002568984378041985,0
4582,0.0012591487475371714,0.0002601363097025306,0.0,0.0005202726194050612,0.0003929451670470098,0.0005220997544005371,0.0028291022807297355,0.010918666643408842,0.025754675444511915,0.032837998852938005,0.03899795989548089,0.03970992396293221,0.03853627202130129,0.028938787643863817,0.033830765769699345,0.03332527499506146,0.038301598506323926,0.04318747151242088,0.03707787744002366,0.022338787204748488,0.012205548285153989,0.008684121471974381,0.004474869593331669,0.003218393177785793,0
4673,0.0025739176498561977,0.0018141053932317402,0.0006414808668737134,0.0018786981117955158,0.007132180101596384,0.011073596767070764,0.015307640794303698,0.02144559923359231,0.02918632048145039,0.03322385560607942,0.03530449999842171,0.026915773714823954,0.024474604737761498,0.014940310429702217,0.020680099106621816,0.010958004204992619,0.015222581742891955,0.01740166857511093,0.013395194365205634,0.01658202564088977,0.011226781624630174,0.004862231504719945,0.005096743368627798,0.0019262101207972089,0
4674,0.0015318556496043102,0.0010166880806270707,0.0017684673541786288,0.0038457691325741845,0.017639410610267574,0.03186014054182825,0.04035719965730931,0.040958906735174896,0.04750732612063375,0.046044779987908104,0.04548910412265965,0.03383613390111608,0.02181781759997306,0.0128487715443885,0.012882259874406346,0.009755497182307303,0.012429464331816962,0.014638268957758377,0.012431976540960976,0.012388623872465985,0.00819881323257984,0.003981765460163229,0.0025589569821157974,0.0014605536164653424,0
4675,0.0014667634642484568,0.0007135865151120431,0.0012760334217152818,0.0031917107996532143,0.004757918016061506,0.006198680397166999,0.013602120168425158,0.013680515817383235,0.02293206640795481,0.0225280330592173,0.023271198592051272,0.019110997807743862,0.017242976576334217,0.011470922158403679,0.012107121161242535,0.013499890244833349,0.017203796095783312,0.019469370722636332,0.01771872861402557,0.014234666621314456,0.011237673752246847,0.005225426082341847,0.002405432146758697,0.0019077016018330727,0
4676,0.0014667634642484568,0.0006679924984736432,0.0012982283763689952,0.00298622450000797,0.004014039610349284,0.0049392312895864005,0.011754292495462868,0.012089413802470686,0.021196515199109665,0.021366872688666685,0.022683273744223003,0.019886561025671955,0.018751465137094192,0.012323907206271675,0.013267493567778671,0.014473445350380762,0.018676237132556946,0.021467671500376862,0.01890723014587456,0.01444730241647168,0.011349661387470953,0.005638769322057353,0.0025981836184065473,0.0019530067895784304,1
4677,0.016936421661761215,0.013269079739999768,0.0015847207151894326,0.001296822904364509,0.0027409427115905227,0.003560504840868039,0.007078209597312526,0.01132445484202857,0.021259649235286584,0.03361846179285619,0.04748973256136622,0.05069318498175828,0.05674650587818613,0.02597285196993134,0.030793374555301234,0.033592115580543945,0.04401457001352257,0.05351209805317688,0.05089198196286689,0.0166592825672163,0.012650007502757962,0.011102162406191355,0.003922330947961884,0.0037100588185491772,1
4678,0.014325289189505383,0.009705967633087668,0.0011710565530030402,0.0011145877493595722,0.002321476375400269,0.0028424398035291074,0.008925521579021281,0.021424360089596754,0.0362485938237586,0.0483127058765217,0.06769613959167234,0.06199470008062737,0.06827745310034274,0.033652340372369006,0.049561132761946854,0.04892170928129203,0.06026937219607944,0.06636348133550535,0.07457814611200615,0.04334773944624948,0.03075469739296201,0.019681468190758836,0.008404486273256177,0.006400633270287719,1
4679,0.007283635525965622,0.00298826336493166,6.564856305675357e-05,8.47923010167384e-05,0.0005240472818581334,0.000800440168002866,0.00714659480468134,0.025101530540177407,0.04747712207066004,0.061741144527707396,0.07586885310523221,0.06819967983425014,0.06977653781857336,0.041536503955963935,0.06577061336835456,0.05940515158973149,0.07187488748592073,0.07345099273096913,0.08818399360620792,0.06179782042600822,0.04130136500825415,0.024782170411468508,0.013518130908898586,0.0067190310239315714,1
4680,0.0019077203710652717,0.00026620614319988186,0.0,0.0,0.0003929451670470098,0.0015062898070145113,0.0025056235186385633,0.009997885888252947,0.021203458162450107,0.03586824250647975,0.03125757802854344,0.03369516399692065,0.03329755146027875,0.02661976001270186,0.03335625560883031,0.02993333536265182,0.03757447610918734,0.03953835260223442,0.038572883960246766,0.02476252735256413,0.015468070143224183,0.00940168008757562,0.010693253841259088,0.0015760233666899145,0
4681,0.0010242662692923179,0.00040646947042852834,0.0,0.0008129389408570567,0.0003929451670470098,0.0011552479916413214,0.0022537378866960924,0.009469024184955984,0.02143319514032602,0.03501291574301871,0.03555686098157924,0.03305570029391324,0.032050311042619295,0.029429415232424906,0.033384452041048195,0.03196301024173857,0.038837633057814035,0.039755627465903616,0.03651462808561052,0.02224397743555629,0.012159817334796994,0.0076512511841400985,0.0060027691330050694,0.002935695105204146,0
