cellid,smsout0,smsout1,smsout2,smsout3,smsout4,smsout5,smsout6,smsout7,smsout8,smsout9,smsout10,smsout11,smsout12,smsout13,smsout14,smsout15,smsout16,smsout17,smsout18,smsout19,smsout20,smsout21,smsout22,smsout23,h/w
4273,0.0032784811223202826,0.0002056901611838708,0.00034279791205754173,7.487320716740195e-05,0.0007268481094224771,0.00142177870554789,0.0023770652568470443,0.005600915274870771,0.007133573452251844,0.010909058049268975,0.003902337705105814,0.004526971598057585,0.005925047289435993,0.0065172444385879205,0.009705404589882715,0.005642982689139249,0.016386774891790853,0.00979786355074262,0.014838039521369457,0.01068109420571676,0.009930749751602538,0.013550283691884862,0.013481724007639128,0.005163176359370749,1
4274,0.0015069484505300698,0.0002279840197145121,0.0009657707777622689,0.00037870342849908787,0.002086081444018359,0.002713069952086075,0.005755954178114441,0.005374375444227196,0.00988312865734328,0.005771767127558815,0.00820812079783134,0.005657834571090767,0.008728248528355367,0.006605971858350721,0.006847991668335006,0.0065419782684711745,0.006142928185338442,0.006302248639451922,0.010342397291195602,0.004894893654043801,0.0032179385735678495,0.0034446773567599212,0.002933442359215025,0.0020266383701833535,0
4275,0.0017905725933272509,0.00040716259656728627,0.0009488149214280236,0.0004262352901319412,0.0018639401622839212,0.002225438567224037,0.005347785130178371,0.007401625516766221,0.011952563139295082,0.008039820244125388,0.010802906260977565,0.00727040674664467,0.009660919146084206,0.008985520433079333,0.00929515193490008,0.008862800182997801,0.008094180251461951,0.008979425587979484,0.01210209306174329,0.00684505057766185,0.00475003559868883,0.004266478737877428,0.0028123607148838694,0.002963193400476386,0
4276,0.0016152975309515968,0.0002124637091597947,0.000640516961787013,0.00013033068484143316,0.0003400743993516812,0.0013208288233745266,0.003280435523404944,0.007447030699591761,0.009737417991350208,0.012024672852299018,0.016006324888503363,0.014045306350356246,0.013628033042553172,0.01565824891472414,0.014264884217093817,0.014569676961039146,0.01047279622818928,0.007457348025691206,0.007702777888070054,0.010803485424628435,0.012848918249897524,0.013001507631745207,0.009449416029057642,0.007838826844637938,1
4277,0.0017879841534379002,0.0001259915304198509,0.000768000546299099,0.0001259915304198509,0.0002519830608397018,0.0015239497288182047,0.0037917972763755223,0.007607697280311031,0.009773656025008483,0.012672556803205217,0.01788641500553908,0.01633836254916089,0.01586507262620155,0.01718524474930003,0.015402738488482042,0.016488456807140728,0.011411545920466545,0.006863799461571919,0.007505808477451166,0.011400590135226712,0.014268814714703383,0.014934926458142619,0.011286649968586858,0.009191903828029204,1
4278,0.001792250830765854,0.00014164174311629327,0.0007658969689927369,0.00013355069985560911,0.00024680445742493576,0.0014853594649509108,0.0037065995817753333,0.007528212077090896,0.009698925597180814,0.012301625193915257,0.017341545942479688,0.015813910443201837,0.015434897624872157,0.016601694975470364,0.014873492536850432,0.01603029399459574,0.011179210951111504,0.006752374723854262,0.00741307191117715,0.011196962649870551,0.013827537465505652,0.014545499682522379,0.011004786012977295,0.008985490388038659,1
4279,0.003526408474873109,0.0010572892971482486,0.0006453708079814059,0.0003529357548142671,0.00025416363387669854,0.001072846579022421,0.002616387072621207,0.008172375348470663,0.028617196569652538,0.010179332411054919,0.01465953245932488,0.012732984476907561,0.009695189239315755,0.012332513143470803,0.012116943005881897,0.016495141184182813,0.014321723764160955,0.012568413568047925,0.01028547403531139,0.01101376423295679,0.0106792981714297,0.00985319795192878,0.0070517493062870066,0.0063931431059290195,1
4280,0.0061405199379934074,0.0006847265354931847,0.0005680604513729243,0.0004420475993270107,8.892582503063714e-05,0.0008307384873252562,0.0016766219957596695,0.009653585654007547,0.01398264464423185,0.009028231936748602,0.013067744856392909,0.008891130203695263,0.00721506459409443,0.009937898636059563,0.011145320107945946,0.017045434807620947,0.015484750684226814,0.01980240808719496,0.01401805083059998,0.012832386925723796,0.012134368628334554,0.010014778994567803,0.005752402345653852,0.005152573844370008,1
4281,0.0050998392383536815,0.0005324387618260904,0.0005217888290141123,0.00028782287126047346,0.00010265151795483949,0.0005792863432883242,0.0020386898132319937,0.008742278723978833,0.013535540263943664,0.009656587850383662,0.011191821225633804,0.006669488190069446,0.008844468054659077,0.009866296382236768,0.009728714202185683,0.01215502295957251,0.013995799686615054,0.017086381482307723,0.013153266456871369,0.010838605822255432,0.009818053664351093,0.008953346637999928,0.005734173245645841,0.004565973633819464,1
4282,0.0017957260694020732,0.0004642748408443177,0.000514274656998638,0.00023464136638566874,0.00012199438443803219,0.0002548164176165209,0.0019231807458030242,0.00535316754232151,0.011420370486027957,0.01140613653391317,0.0076683953873789,0.005627665618203693,0.008333877744903509,0.007840773616799817,0.005883186322595691,0.005810566004370627,0.00860902609654906,0.00813952495646204,0.008266288713181736,0.00861607033220152,0.006100534294350973,0.006241698378412888,0.004181984670816678,0.0033922777477999027,0
4373,0.0019799482005117466,3.7069001703036814e-05,0.0008601224476982973,0.00030234842207815414,0.0016395976670046629,0.0017905642051481065,0.0035617372505938154,0.004577581129721573,0.007395789128808237,0.005629173914195119,0.005111206938730656,0.0034794356791899746,0.006364309009816098,0.012459755453612078,0.005611867844738747,0.002774114382546843,0.007238644094595575,0.004682621758313431,0.008428259789799735,0.0047882364803415525,0.004489251082970804,0.0061756076875368274,0.0062148279923591124,0.002841235484749966,0
4374,0.0013435380013927802,0.0,0.0012997486146790996,0.0005374152005571121,0.0022432108556522815,0.0016868866017365643,0.004042556564171284,0.002668166949426956,0.008233583459736715,0.003180701816628992,0.005917538486124705,0.0024681290692171566,0.0025119184559308375,0.002374579015793324,0.0036743276304724236,0.00211003581340574,0.001724704708453774,0.002105871415514768,0.005559445230313289,0.0017247047084537738,0.0010997107344693003,0.001455997108175218,0.0010310410144005436,0.0017247047084537742,0
4375,0.001564198086913742,2.0785306831767767e-06,0.0012699651165296213,0.0005324193103098023,0.0022864069789687753,0.0017564696094153575,0.004023363962154204,0.0028968164926987043,0.008472026298987842,0.00346447759524707,0.006046518543892756,0.002726192956563807,0.002639947039090744,0.002670037807422362,0.003944433530314899,0.0024316097775746895,0.001990974017171721,0.0021840343927642565,0.00566978366133818,0.002026572237652921,0.0013947457901436551,0.0018621328729580009,0.0011915609717699535,0.002187051187896651,0
4376,0.004840496642139051,9.22812039995841e-05,0.0005913384781740038,0.00025878980956825525,0.0009644173376499015,0.0017028416623771814,0.0036266729688614716,0.006585679278772633,0.009155286238067054,0.00922877677812783,0.012747696785064462,0.013107427843479394,0.010986064406566043,0.012171504016957272,0.011562126711533926,0.012479333801608079,0.009462132406469474,0.005581707009130751,0.006661001093009933,0.008139788405361725,0.010079863162283216,0.012241651064498645,0.00846017514735479,0.008480778708527462,0
4377,0.00456806943182016,0.0001259915304198509,0.0006640721246770432,0.0002504891188209496,0.0006425300791233265,0.001561573148677576,0.0038123664431545636,0.007973077630390058,0.01033878080320735,0.011038130474260584,0.015553171307143369,0.015544825746562003,0.01297348081210935,0.014306109686862595,0.013646246897108187,0.01514767890225509,0.011925507939424427,0.006966645295467132,0.007912327161088278,0.009745594639503037,0.01201433276972513,0.013987127897512481,0.009974553645604536,0.009963802861745343,0
4378,0.002568982840796153,0.00020616884798364105,0.0006879774596358205,0.00023869760738185896,0.0003478669308958169,0.0014747529934146055,0.003744302949110461,0.008699530128336052,0.011934903574160022,0.015561646674237574,0.020102040008137867,0.02072929388961265,0.01601557963385385,0.01909707414179797,0.020049308772338414,0.022184811537900133,0.017623067161198745,0.011173451406612646,0.011010347930999236,0.012610359040290623,0.014064994777830839,0.015319498445742642,0.010483200276689055,0.008966930420084217,0
4379,0.001699793084133443,0.0026873269361553575,0.0005163651551257164,0.00027778728298527366,0.0005961648290399372,0.0012822902583119705,0.0035498575315375484,0.007747551400126084,0.08108953970616632,0.01432097409807849,0.019157499251414956,0.01932722587516141,0.011722943641409495,0.01850233287625362,0.018034046627857774,0.021117100994864958,0.022458100661894635,0.012854702494344826,0.010427559933756799,0.009699246457762503,0.008737091509287453,0.007718915644216264,0.006834389739552823,0.006822869511235072,1
4380,0.003709341592013635,0.001994563792797075,0.0001557385665831829,0.00019075443580175139,0.000371408538997984,0.0006088044662911526,0.0018617519684042084,0.005692952372878117,0.05805866048643563,0.011595849871153897,0.013915066898234647,0.012598844088674272,0.008405054325673875,0.013991855739422606,0.013197237429098941,0.01599902277829736,0.01661793788325341,0.01379056158371233,0.010210987526577701,0.008256664672996444,0.007809848175746706,0.005130635337806185,0.00449075868242143,0.003698565294540828,0
4381,0.004057352508815572,0.0004179663356331395,0.0,8.827232405558748e-05,9.898560867925994e-05,0.00026327039694161555,0.0014771718983092794,0.004915287125693156,0.014149577694097422,0.011784941068376742,0.00997054183203015,0.007721205490948929,0.007158308476439844,0.009686980897157626,0.008611833821129877,0.010731200145459412,0.011975368378587658,0.012954702373508252,0.010388421744440145,0.0079088976138236,0.008038773688459224,0.0047211917205671194,0.002962075851837067,0.0029518745708541185,1
4382,0.0018584920616706397,0.00015689635506771173,1.95170331056174e-05,2.0214070002246604e-05,8.675769934059385e-05,8.675769934059385e-05,0.0018028969802608712,0.003108577045183538,0.007808436104068106,0.013013030172466404,0.00710311649441703,0.005297416352667114,0.007531074668965756,0.00822646491498129,0.005108049915026728,0.004906824397792726,0.008839653903073208,0.007354905221749401,0.007591392637316933,0.006499867107781675,0.005886484273121504,0.0034321851625658596,0.001976226789265012,0.0024136425835400124,0
4473,0.001545632642598258,0.00021239796844575801,0.0006536461444376242,0.00010650022343355264,0.0011742472017430962,0.0017002046639761064,0.0030731328633652063,0.009684184149583844,0.00486131287269456,0.0028634100560629133,0.005903816073091018,0.0035364631620050948,0.021581613524573384,0.05941724681148986,0.0033306697408711254,0.0006508346706066096,0.000450272112662466,0.0006409526978608213,0.0015247427714524574,0.00047191396380172183,0.0006954318818248248,0.00040867530540528895,0.00039632185317480347,0.00045859590156217974,1
4474,0.0006145972833627777,0.0,0.0007165960402550974,0.00024583891334511114,0.0015142701376222787,0.0016868866017365643,0.0033136158461412805,0.0016476499441849524,0.005190359867475737,0.0015770322369629865,0.0034391400448226957,0.0017391883511871538,0.001637189594294834,0.00120827386694532,0.001924869907200417,0.0011078462316287702,0.0008499758468177708,0.001085354410272764,0.0028077979252643112,0.0008499758468177708,0.0008081344472572992,0.0007270563901452153,0.000593676583582542,0.0008499758468177708,0
4475,0.0017059419379680293,0.0,0.0005809600767615571,0.00022983947855224654,0.0014678234533846116,0.0017063477779580111,0.003195889438728261,0.001656483548329773,0.004862868168056539,0.0015733281477435248,0.0031930596579200295,0.0024678031771150654,0.002003739665547486,0.0016668098848803472,0.002178706932609558,0.001527154434436087,0.0010977759355085932,0.0011070842089285966,0.0024920424737891324,0.0009639981650113296,0.0011937871935846682,0.0016846232742532027,0.0011137721744092547,0.0012425520760023048,0
4476,0.007630771509602042,0.00020985091702450275,0.00020711755953528458,0.0003312674071214804,0.0013095655453749864,0.0012655738236214647,0.0024873177325954563,0.004129400705753715,0.006692526666493987,0.004380731458520464,0.005182319119489097,0.00785298137997865,0.005001367731154097,0.005711737594671173,0.005885125578737495,0.00642231663762371,0.005545857828401865,0.0034355836860653958,0.005366748776074547,0.0035838712823344086,0.004752358328052349,0.00830178812718145,0.005138353770272385,0.005318608216766362,0
4477,0.008590038401223358,0.00022134544758139197,0.00038716403344878547,0.0004130822461870544,0.00106108806077752,0.001202833652025375,0.003182132520990351,0.00723522367001245,0.009715585690619869,0.007234985817753609,0.009896964737289673,0.012435944295567323,0.00747539838978049,0.008515550782627432,0.00932623785639633,0.011127378047577663,0.010813169880130376,0.006276201094328116,0.008037761909751962,0.005988673464007187,0.007376785488665925,0.011267226132807687,0.007332122837703566,0.009042323257282039,0
4478,0.004245782720326755,0.00019291432897549534,0.000502832371194611,0.00031072220743786353,0.0006049502548068753,0.0013725812414498145,0.003640354725498886,0.010865358427628861,0.014368879680980712,0.019223813727272276,0.020578161034669765,0.024372204991821102,0.015545333399253146,0.020881777095277654,0.027407281570160893,0.028695039822511682,0.030080030074775017,0.019743120157430398,0.017189961905326293,0.012902490262246711,0.011465906332571238,0.015252066271434361,0.008407732621297062,0.008582632828459015,0
4479,0.0017065842636157123,0.0012490288482830195,0.0003285111631416851,0.0002339475849413769,0.00032733137594417004,0.0008465677673085426,0.0026030564554437546,0.008796930753933225,0.040573088278802114,0.021461439900562856,0.021482572359781394,0.02497116962226681,0.01597943050440636,0.023719489506201497,0.029412809015506,0.03040919358368355,0.03172449547218344,0.021081548880839854,0.017228490532809844,0.013278922393799712,0.01034543177315337,0.012003997574328238,0.0068208721861171325,0.00476667719185361,0
4480,0.0019746421026409088,0.003098113245424218,0.0,0.00014736353427148593,0.0004734221371899999,7.264104983545351e-05,0.0008814330567893444,0.0018788955238111587,0.08604843673797541,0.011848537332163359,0.011126339429840518,0.011436130948463002,0.008302650702653926,0.015084049365131549,0.012517391208250407,0.012465942405704082,0.013825147629346418,0.008440843349042906,0.006277510808845618,0.005996164634553375,0.00365537746429757,0.001962081535948904,0.003159798834082654,0.0002546067010363839,0
4481,0.002104859111242665,0.0006202739880671325,0.0,5.16339154792044e-05,0.0001331207602521708,7.264104983545351e-05,0.0010043209102510399,0.002165347668181656,0.03500468640224778,0.012478948597033105,0.009071155615118868,0.00709550725852299,0.007589769122592765,0.011089195656136752,0.010353404223782763,0.009733423879430415,0.006618956417932963,0.007326057404789641,0.005576721958770454,0.0033118008252088537,0.0021060809447690657,0.0022368642803863607,0.0036067596673103755,0.0015724607313821117,0
4482,0.0019973934106603123,0.00014528209967090702,0.0,0.0,7.264104983545351e-05,7.264104983545351e-05,0.0013893814217265713,0.002547333591500123,0.01858966096856905,0.012470376659283751,0.007699941319436645,0.005245713666382305,0.007350357956597782,0.009256064207246945,0.00783045277645625,0.006932429719225657,0.0065246439539877014,0.007135314983353556,0.006069153683819379,0.0039881630658164914,0.0031272293894430018,0.002566018133589089,0.002972596705903474,0.002012158124364661,0
4573,0.0002868147240119374,3.7370096017478734e-05,0.00025562864910493277,0.0,0.0010130914642479758,0.0019120831634189073,0.0025711491310989928,0.001843507509344079,0.003225787436252172,0.0007988411237310951,0.001975676983534802,0.0015514292146726783,0.0027790086008324054,0.004635531719847164,0.0009868626268797235,0.0008596698949059272,0.0005641369614873529,0.0008024564303814168,0.001068849859520603,0.0006406739829972603,0.0008506558386974654,0.0005035650166063531,0.00036231770152182134,0.00042210001607905016,1
4574,2.580272186531629e-06,8.337546753232836e-06,0.0002214287958496197,0.0,0.000887799570086787,0.001662800355560456,0.0026675674836369777,0.0008104353591749088,0.002641193552281083,0.00025269459617424287,0.0013515010286691087,0.0011201461848761715,0.0008940527301517118,0.00023026222810107594,0.00045536391182908866,0.00026884703222262497,0.0001466448571242729,0.0002506102094859346,0.0005460583831583431,0.00013155826480789197,0.0005785846298837479,0.00012738949143127558,0.00024435704942101,0.00011279878461311807,0
4575,0.0002238821189045535,0.00029342767269609606,0.00010211329869529088,0.0,0.00048181011295518746,0.0008392066583887055,0.0015921441752136105,0.001604464154391926,0.004207486218316709,0.001202467071305651,0.0014196058920860092,0.001101233203251128,0.0007018808674772595,0.0005460661721219163,0.0006443681064347258,0.0010698687799960392,0.0014486494590365828,0.0011291101531316267,0.0030020936686594485,0.0007846258310878855,0.001135566264826515,0.0006379119947398374,0.0009090393986095549,0.00012441356752166945,0
4576,0.0027778165933854924,0.0005407734101999994,4.298382292470979e-06,0.00010285517697714917,0.0004410588860138591,0.00023676418947009086,0.0008133666764704025,0.0028395677876624026,0.00615680357389895,0.0028982146834243944,0.0022198242243139554,0.0028063965810569973,0.0017030025667316424,0.0023414623426234625,0.00217905626245073,0.003063560486985291,0.0033428593723509406,0.002486238946250366,0.005804191207362884,0.0021751654451567636,0.0026422739237474007,0.0034436497302785165,0.0026882085123821836,0.0014534477028338,1
4577,0.003754857460404846,0.0007747688374477595,0.0,0.0001506381787403874,0.0007831014979571975,0.00044425971646772745,0.0008224071794293274,0.004180874636644951,0.010919393122586583,0.004673611006214871,0.004240405976538099,0.005158292033057847,0.0036680835049281895,0.005931388946084422,0.003033804565483344,0.005858904761583946,0.004478708805774321,0.004970115040588348,0.008302521861458837,0.0055622058019149274,0.0044617082598402535,0.006481954021577876,0.0032855499464003175,0.002081206401309771,0
4578,0.0007552873389397948,0.0007993499167365615,0.00013597886257598173,6.72657353627795e-05,0.0005591672902572314,0.0008024240345001001,0.001453761271273127,0.0063568051322499975,0.015205768363693346,0.009055026132400147,0.00966331035289263,0.010116066627917948,0.007103686923019486,0.011126566663642899,0.00873387465342325,0.013050610120141758,0.011658112676005816,0.010568396501601157,0.012042972130827447,0.009481406540738873,0.006377125163516967,0.007841390708471844,0.0031978898308040425,0.0021764050618050053,0
4579,0.0021139082329312054,0.00040955181819468043,4.084073671867251e-05,0.0004031735450250287,0.00013183619923577613,0.00043601423486419236,0.0012107967620488748,0.004926795557807737,0.012555657332113161,0.014901940426961422,0.013455278939999,0.01632333084887501,0.011191791474924025,0.014684842777646622,0.01745404216906814,0.017815421767131787,0.01889841470154287,0.01439289459079694,0.012107643751434888,0.009735613342518917,0.006742523012946044,0.00782294987130618,0.004099101711714402,0.0014302013905036677,0
4580,0.0017902395084500402,0.0007192177857850562,0.0,0.00034023459392734233,0.000146307126320543,0.00011882850890917826,0.001016613199205176,0.0017997979896355895,0.022945537930783393,0.0070713996072726175,0.007972377545836379,0.008463788080914065,0.006898888744522769,0.006756554520472656,0.00628983670579172,0.006078010536479552,0.007131132247849396,0.006200703422964718,0.004068021987581897,0.003622728274355166,0.0028637530185080325,0.002341597823374321,0.0022836523952879943,0.0005694151597475899,0
4581,0.002001823887610154,0.00015432235814083985,0.0,4.6926335787339534e-05,7.264104983545351e-05,8.16813083053863e-05,0.0012035391426297782,0.0022006285048569822,0.023134000404981085,0.01110243732636783,0.008132278611189475,0.005614681434758273,0.007258227760538583,0.009167345334922554,0.00888474657481257,0.007592977712054759,0.005183805794266141,0.006768288494841977,0.004996249035252494,0.002413361533936446,0.0015571199881153673,0.002233761316833616,0.0034840331712153692,0.0015891684508725912,0
4582,0.001911444380307201,0.0002895508899893167,0.0,0.0,7.264104983545351e-05,0.00021690984015386314,0.0011967403987458063,0.0022400008462187043,0.020250742383115444,0.009965439364037612,0.008324156652643069,0.0065356390279778164,0.006874540765878705,0.007621188612775184,0.008512874925997777,0.006317959511816245,0.0059357867821187675,0.006345302951150116,0.006708008008313359,0.0026348149506042443,0.0019572551081472557,0.0033976598339571207,0.003927654399368972,0.0011807240858734398,0
4673,0.0018931023406529397,0.00028819983921133714,3.744799011379738e-05,0.0,0.00128278793152129,0.0028284505786039366,0.0008739496021473409,0.0036554773218651646,0.0030875642218368272,0.0014597687098333863,0.001594199631657712,0.0020803422912219274,0.0028624108280327137,0.0037785696807102493,0.0038412972757542263,0.004008166487900562,0.003399033431918104,0.0020691740312214746,0.002116926775216732,0.0017556490683601558,0.0008867319878367463,0.0012837425379846536,0.0005027533918962167,0.0006941406023758137,0
4674,0.000799951975477867,0.0002720431170852194,8.290274556199051e-05,0.0,0.0007797869680172735,0.0015768335194815829,0.0014109198844000118,0.00223201761717503,0.0036817693526379827,0.0011790974759311645,0.0014229454750553665,0.0014277978641450086,0.0014146732065289293,0.0016191183479509815,0.0017397101333456973,0.0019418054278345356,0.0020309532049992084,0.0013391858205586637,0.002460751884818053,0.0010256913306924491,0.0009726975209609003,0.000788292383750371,0.0007042995820470084,0.00028687258175136987,0
4675,0.00041038978951218517,0.000537415200551152,0.0,0.0,0.000134353800137788,0.000134353800137788,0.0006717690006889401,0.0022840146023423965,0.005537819362044593,0.0020153070020668203,0.0014778918015156681,0.0010821587902011254,0.000537415200551152,0.0008134511899255492,0.000806122800826728,0.0017539277908900654,0.0025600505917167935,0.0018809532019290322,0.005105444405235944,0.0013435380013778803,0.001612245601653456,0.001074830401102304,0.0014778918015156681,0.000134353800137788,0
4676,0.00041038978951218517,0.0005783012595559141,0.0,0.0,0.0001752398591425501,0.000134353800137788,0.0006717690006889401,0.0023657867203519204,0.006273768424130311,0.0022606233560953926,0.0016414360375347165,0.0012865890852249357,0.0006191873185606762,0.001263197838977932,0.000806122800826728,0.0019174720269091138,0.0026418227097263175,0.002248927732971891,0.005187216523245469,0.0017115125324207391,0.0018575619556820283,0.0013201467551308766,0.0014778918015156681,0.000134353800137788,1
4677,0.00016610017239622634,0.00098147643634011,0.0,0.0,0.000578415035926746,0.0005354263058480677,0.0006717690006889401,0.004375354591051151,0.014559125666333399,0.004679674416800568,0.004858426767512618,0.004261392869160795,0.003430900200680466,0.006657052683618967,0.0012071953065370077,0.0060933906569018955,0.00400602845759931,0.006278576829739933,0.009202146922496098,0.007345451652029901,0.004276613016387204,0.0049424153329668905,0.0014778918015156681,0.000134353800137788,1
4678,0.00459988953347585,0.001159879342127428,0.000522963242362867,0.0010663046791359143,0.00057294811506455,0.0015498243098345911,0.0021631071353590933,0.009079641323997611,0.020508768587482375,0.012875829338330423,0.009646830506505723,0.007245422939441098,0.00456557773031636,0.011847038936945126,0.006303573378879717,0.007808584493374029,0.013058023903722365,0.01184518680831433,0.014229712273159285,0.012843942464198196,0.009352489434404462,0.011146685136938707,0.010300760181358023,0.007716445683187979,1
4679,0.007841755978926588,0.0007125016812542072,0.0005120808768444536,0.0016444597820730997,0.00011359893087994917,0.002181189974836151,0.0034015192049521147,0.009824033186494162,0.02176907438819907,0.018639054516921303,0.012264278449962631,0.01049215000868936,0.006390184020205809,0.013959687856336158,0.009730476588768164,0.00718393144349895,0.02110765165128488,0.01487452606627664,0.013626936824634492,0.015256990521269801,0.01105106061665764,0.012174857726085725,0.013417716224150266,0.01099506344374009,1
4680,0.001818379200693959,0.0002929171541494348,0.0,0.0006403150956757298,7.264104983545351e-05,0.0006631812677495646,0.0016452470650622597,0.0020393611172752468,0.009844189004712478,0.006502037336276004,0.007200640234936841,0.008209102007411862,0.0066308487522957265,0.005078478000062338,0.004653733099085348,0.0037591743289860707,0.008866551162741149,0.006629159173489398,0.004524921683066706,0.004570654027215455,0.003153490179422279,0.002472148649214121,0.0021271036624954465,0.0008582382451820903,0
4681,0.0016707441462154313,0.0003707056818964909,0.0,0.00013499119418943043,7.264104983545351e-05,0.00029806463206103736,0.0012035391426297782,0.0020593005279809303,0.009756757008227729,0.006043337016213553,0.007826321948060194,0.007904099584312811,0.00620143422002577,0.003966304511700231,0.0057724836422671545,0.0033851761130166027,0.006410381239780254,0.00534561347300631,0.0068029835083692975,0.0029075614806128576,0.002686847858344244,0.004189381411325624,0.003378119470459442,0.000352914343695791,0
